id,item_views
161539,2.902237385334058
72401,2.8957814884935837
387692,2.7286629406292695
163041,2.2935955825906618
367881,2.8563295058805465
125594,2.285819489223885
40128,2.8505359658754617
359229,2.432747291742152
252850,3.4044490089321764
163904,2.6614182144164817
246270,4.313907560677901
41485,3.3206690674486503
381620,3.460307555302045
235730,3.2611883320646684
152326,3.9679047242710137
182751,3.7173727317257828
117720,4.190153164405136
91947,4.202012422926468
27162,4.376700941820464
97930,4.036268793563901
205698,4.702115306603921
172102,3.1273320675064014
109160,4.264516858131218
416530,4.477327610046079
403898,4.240400151154165
126728,4.177068948740656
274754,4.080639661951206
289099,4.191077598817392
209816,4.502855014404472
277283,3.9110906618591064
148023,4.396954493070593
224555,3.241411307602624
115143,3.902400688203615
52582,4.1028422896304795
154532,3.454530892707328
406294,3.7411791153539844
7391,4.056255412504224
398317,4.0777124984076005
421134,4.182490482538824
217345,3.6264683107664695
417990,3.9869377935387647
95968,4.0266100789208075
191661,3.938162925297348
284664,3.9290462903746453
317402,3.948493757741326
386634,3.5839381856520687
278186,3.879124783621288
336434,3.6984234819676574
192346,4.016953613020616
137690,3.6233262867171048
147870,3.43931105891726
231126,3.3996746488297194
92388,2.6790349624006047
196420,4.005274465670221
321146,3.7215687556236086
413380,3.1404654564123264
211134,2.8860422637765093
134919,3.3612663729032266
106502,3.511282607512059
309950,3.247275898692467
361423,4.263370452346078
174212,3.541577175048635
45853,4.129631235916532
20863,3.929541940791427
263436,3.4771380681481237
43243,3.814430120481575
170269,4.177819704779597
22998,3.478734700433636
25188,3.676794568507808
81394,3.8419144146213595
291258,3.858325538628224
364840,3.809400952812271
125787,3.0728380658941816
395483,3.2733034553550815
120295,3.087846459215899
185049,3.8432548456479525
392771,2.793400904273349
406193,3.8324211227421947
252857,4.200322536946112
99529,3.2235566735212235
211020,3.313970207245925
318649,3.652842543502758
280369,4.401488216700496
400626,2.844173807884933
332812,3.750088428049272
395479,3.830010888664902
384121,3.028563295501859
301154,3.3044470607190077
129039,3.709947712697441
310020,3.509021208618906
279761,3.7652288005776895
408438,3.783297262084495
235392,2.850892488425063
303361,3.563402895667427
95766,3.902758243115509
417918,3.371061067753987
51538,3.636881869554464
39431,3.138762832387205
102816,4.259918880692637
333130,5.061184132867301
288385,5.104763475615355
234508,4.968538546963438
53860,4.823241469779536
2810,5.416243529472897
389294,4.208772383009522
266476,4.257674562620042
39955,5.030889681636589
315381,4.971226966468786
391040,3.0078450358793662
326718,3.3168090930552294
113159,3.371612063058715
59638,3.233967293103702
100797,3.377758918010382
143734,3.0228207936570017
249150,3.834411896700607
199852,2.928748135755646
207944,3.118041697123379
137661,2.61066411407287
251956,2.7990448041695726
360486,3.260212848536983
357933,3.7400015088496255
141542,3.49938373385091
322691,2.9931984760032395
217954,3.2676442225631965
349168,3.5804475763208385
18522,3.7626241818613972
297355,3.8681280352287835
114786,3.838205985620009
202725,3.798803853141974
405400,3.181246743156941
330059,3.3295391278635122
344793,3.809342032838632
215170,2.9265984361300523
354366,2.7477041452087447
422913,3.5038272172370473
412321,3.2625722625556675
130714,3.2013456606908948
187413,4.170757596335394
1821,2.7908541670482094
282759,3.181711079050531
26713,3.0522222572033693
287015,3.329484787415224
106460,3.356117397431579
5189,3.0652381056747866
351264,3.331768923492428
413354,3.079595806051888
183672,3.643788503075468
403218,3.0993857448146076
275167,3.2349062665050923
232198,3.089427404412683
243834,3.6027570393101684
394836,3.469826775232346
7484,3.405500949446161
395506,3.420428048242814
384669,3.5454394273081062
59723,4.203282959214125
307884,3.913571088340342
224949,3.601068945293308
70240,3.5768669141839498
265009,3.8836470099227807
404387,3.779328020985779
324208,3.4782023473220587
416729,3.2739501139514813
377102,3.4366033119560218
60019,3.4460862628856384
303732,3.0121849954445117
120760,3.2930592957610942
230509,3.194443667110197
157554,3.7560868780145755
74018,2.935580147970016
135166,3.511178767507258
198764,3.035635216119319
91684,3.658015929077433
179046,2.8593341518176967
250244,2.5833660129390323
159500,2.694524853635753
281395,4.035512672822287
335343,3.3799408524962655
77622,3.972344753904835
395381,3.6439574803750103
318167,3.7733425943219685
139084,3.779456031729346
387120,3.0305632824401134
102273,3.714590615340283
2552,3.026859862704841
120247,3.421013396507257
195647,3.8399965414370243
109336,3.026396275860598
123402,3.498387950900055
25689,3.682381551259526
395563,3.7590051543909366
91630,3.903123206185193
413923,6.171355896404278
391102,5.302444933668793
239845,4.238656849248825
270034,5.685342796261437
140004,5.529511531737668
330060,4.989067124337387
85230,5.354429788712783
50451,5.289726945681789
325285,5.593922694029085
350339,5.652103273741358
373737,5.395502439397316
372414,5.289169486991992
397041,5.92201435640309
135694,5.048187288433007
370952,6.4475224838319765
299177,5.484169085713995
119586,5.58050392778241
328299,5.672785489418183
139302,5.916411093957596
76361,5.767424254887606
234369,5.775729354594511
392344,5.474486815975667
339373,5.537356282848753
359167,5.632738777723808
15436,4.9745514666725485
167023,5.029937312472811
98873,3.4288565138211755
271345,3.681553366766116
6600,3.532127265434989
160261,3.5377334836538994
402832,5.485607285686145
286615,3.7940574053892266
364250,3.6093574735679153
313135,3.5709964872799773
3827,4.435312790738382
49197,4.396356076531945
121216,4.858229283858866
93187,4.807644047899398
351497,2.506197217552985
130309,3.1455065510084834
241277,2.8977324031753597
40356,3.0386710486955155
88557,2.744171994040081
64860,2.8008255602691587
235953,2.489616600056167
141492,2.783356248024262
301808,2.9999246499069567
12741,2.398483211837022
361335,4.043882327498388
327193,2.5880038579446762
332147,2.4717172287075275
130021,2.256310651522574
169513,2.6276818907734034
248416,2.3715643437086764
132586,2.929383145750897
338006,2.5949407141343084
129412,2.860239137934708
247892,2.5056365593379697
116772,2.999719587457845
256016,3.192870393939662
225031,2.8693889465478266
165530,3.234821717987269
180343,3.3991200461507662
179713,3.477054071244258
197957,2.7211869422672534
50034,3.079004620402399
60998,2.771252375823591
243358,3.3881191351765545
306923,3.4408626229922628
221109,2.9338439013906545
233471,3.2150467737429738
206564,2.9573226503200143
136281,3.2130171453935863
331412,2.9959366547323287
86617,2.440845935814672
379702,3.631029831130722
364360,3.422878481384078
198622,2.7163410499559424
308594,3.476343250634726
209873,3.092855483256416
382717,2.882144945426592
29786,2.9701231681813174
313253,3.352333454562784
392166,3.7757666031120314
140370,3.054735397671342
268233,3.816014770096226
389414,3.371960536743839
142492,3.1768022442125115
404198,3.226860667636376
305929,3.162030431466893
36061,2.431238979347647
79529,3.3855967565410037
352474,3.1345439417239485
247790,3.4546260868367
253930,2.9378649059432713
422792,2.9278813822084904
143192,3.8891738175326775
274254,2.61697686360993
93541,3.830527560811643
159220,3.1312271454403264
182888,5.16165400277277
394533,5.169029498580759
385172,5.058345953502368
51926,3.550497050249623
247532,3.3047516289632894
128425,4.311518531205531
152518,4.243317169149864
113154,4.260020825125577
348024,3.495927281355768
173641,4.205288788320922
146775,4.3612628694773425
288883,4.0757186841484065
173126,3.098618219512416
345565,4.75553313372929
417366,5.473811188934695
352446,4.638493928864632
273038,4.661699962384434
364943,3.578780247203767
220599,4.0713982460516265
315103,3.3923362096309697
312334,3.1972781591539414
151341,3.1387321129129315
354484,3.495863036465091
382914,3.532813903877299
312479,3.4159239628388702
77603,3.960234094841114
67421,3.585262443400448
165015,4.634480102097883
138590,3.9540629519235324
366328,3.8589798701211917
69997,3.6664813770909177
310843,3.929813290275679
41245,2.914135199432215
114329,3.776934355944248
23163,4.051356116076891
279946,3.0505063390701634
278346,4.145769193909451
408282,3.772769816785545
137995,3.332589198822701
5775,3.1883825966047055
54398,3.530642449882776
271662,3.0679800663070904
110738,2.8636569819656015
404700,3.7492356500987483
166369,4.018768118389949
150136,3.514400642210525
381755,3.4814236196622113
28169,4.378585041123196
420281,3.8106660087883797
419592,3.262219708476013
245975,3.0491089317033526
391543,3.9433110881310616
284051,3.333333107406294
299323,3.6084095280148443
199056,4.31760615868885
330379,3.7242335136169498
357418,4.078639151686726
63238,2.948264410291776
106367,3.162803592486898
195815,3.889247971863415
158352,3.708261697096193
94612,3.662440258837341
1688,4.107691139156797
197616,3.5102208704123457
300872,4.175652523929939
243514,3.4170925692022815
192658,3.534946576852718
40389,3.9198314857784884
97867,3.448226080885121
60184,3.0684067005803795
346068,3.9069829192634438
666,4.033429522682882
102732,3.2420006924670672
350075,4.009251089483689
215437,3.855815098863731
187625,3.269938733431014
105252,3.1277096857816544
118090,3.353516018770784
160959,3.6675281671636357
395445,3.314141660186242
157929,3.4536381699900587
95386,3.96886276783012
397654,3.955536192435028
191963,5.828460376883576
171970,4.204367473860271
181201,4.263471341679382
14961,4.9172331667256035
232462,2.8896427554683197
9632,4.799649686891898
383369,2.966530053609518
69269,6.00976999843123
191405,5.03027487280982
232689,4.072977483873182
262552,5.066473150315816
272292,5.132934648104755
268251,4.424544534296344
26623,5.0940625635510495
245799,5.632188871557644
416927,3.5723051921111098
91673,4.262073509740298
306208,5.904844971901415
335970,3.53492582129387
348359,4.886082064171115
226435,3.619609586517855
145011,4.604653410723003
255893,3.7027565152683732
356115,3.718462586945264
253906,4.369803211176964
125578,4.164556004499182
46920,3.538748524641682
400693,2.771277868110921
86026,5.209927535002637
311126,4.107380664236114
47185,4.4468013912101565
